uf	pred	sf
jɯllAr	jɯller	jɯllɑr
sorunlAr	sorunler	sorunlɑr
sɯrɑDA	sɯrɑde	sɯrɑdɑ
bɑkɑnlAr	bɑkɑnler	bɑkɑnlɑr
durumA	durume	durumɑ
ortɑmDA	ortɑmde	ortɑmdɑ
hɑstɑlArHn	hɑstɑlerin	hɑstɑlɑrɯn
okulH	okuli	okulu
ɑʧɯDAn	ɑʧɯden	ɑʧɯdɑn
kurumsAl	kurumsel	kurumsɑl
ɑjH	ɑji	ɑjɯ
ɑlɑnA	ɑlɑne	ɑlɑnɑ
bulunmAH	bulunmei	bulunmɑɯ
ujgulɑmɑH	ujgulɑmɑi	ujgulɑmɑɯ
kullɑnmA	kullɑnme	kullɑnmɑ
ujgulɑmɑlAr	ujgulɑmɑler	ujgulɑmɑlɑr
tyrH	tyri	tyry
sonuʧlAr	sonuʧler	sonuʧlɑr
burɑDAn	burɑden	burɑdɑn
jolA	jole	jolɑ
progrɑmHn	progrɑmin	progrɑmɯn
sɑjɯsAl	sɑjɯsel	sɑjɯsɑl
konuʃmA	konuʃme	konuʃmɑ
hɑstɑlArDA	hɑstɑlerde	hɑstɑlɑrdɑ
olmADAn	olmeden	olmɑdɑn
ønmHzDAki	ønmizdeki	ønmyzdeki
ɑmɑʧlH	ɑmɑʧli	ɑmɑʧlɯ
numɑrɑH	numɑrɑi	numɑrɑɯ
konulAr	konuler	konulɑr
kurulHHn	kuruliin	kuruluun
kullɑnmA	kullɑnme	kullɑnmɑ
kɑtɯlAn	kɑtɯlen	kɑtɯlɑn
jɑpmAA	jɑpmee	jɑpmɑɑ
detɑjlH	detɑjli	detɑjlɯ
miktɑrDA	miktɑrde	miktɑrdɑ
sijɑsAl	sijɑsel	sijɑsɑl
ujɑrHnʤA	ujɑrinʤe	ujɑrɯnʤɑ
plɑnH	plɑni	plɑnɯ
jɑjɯnlArH	jɑjɯnleri	jɑjɯnlɑrɯ
kontrolH	kontroli	kontroly
olmAA	olmee	olmɑɑ
ʧɯkHʃ	ʧɯkiʃ	ʧɯkɯʃ
tɑrihDAn	tɑrihden	tɑrihten
sektørH	sektøri	sektøry
ɑlɑnlArDA	ɑlɑnlerde	ɑlɑnlɑrdɑ
dɑnɯʃmɑnlHk	dɑnɯʃmɑnlik	dɑnɯʃmɑnlɯk
hɑlkH	hɑlki	hɑlkɯ
dɯʃɯnDAki	dɯʃɯndeki	dɯʃɯndɑki
jɑpDHklArH	jɑptikleri	jɑptɯklɑrɯ
bojH	boji	boju
ɑlmAn	ɑlmen	ɑlmɑn
tɑrɑfDAn	tɑrɑften	tɑrɑftɑn
sɑvɑʃH	sɑvɑʃi	sɑvɑʃɯ
uzmɑnlHk	uzmɑnlik	uzmɑnlɯk
koʃullArH	koʃulleri	koʃullɑrɯ
sɑɰlAnmAH	sɑɰlenmei	sɑɰlɑnmɑɯ
ʧɑlɯʃmAlArnA	ʧɑlɯʃmelerne	ʧɑlɯʃmɑlɑrnɑ
ʤezɑH	ʤezɑi	ʤezɑɯ
kuruluʃlAr	kuruluʃler	kuruluʃlɑr
ɑjDA	ɑjde	ɑjdɑ
pɑrʧɑH	pɑrʧɑi	pɑrʧɑɯ
ʃɑrtlArH	ʃɑrtleri	ʃɑrtlɑrɯ
sɯnɯrlArH	sɯnɯrleri	sɯnɯrlɑrɯ
søzH	søzi	søzy
konulArH	konuleri	konulɑrɯ
jɑrɑrlH	jɑrɑrli	jɑrɑrlɯ
jɑkɯnDAn	jɑkɯnden	jɑkɯndɑn
ɑlmAA	ɑlmee	ɑlmɑɑ
ɑrɑʃtɯrmAlAr	ɑrɑʃtɯrmeler	ɑrɑʃtɯrmɑlɑr
kurumlAr	kurumler	kurumlɑr
hɑjɑtH	hɑjɑti	hɑjɑtɯ
zɑmɑnlArDA	zɑmɑnlerde	zɑmɑnlɑrdɑ
ɑlɑnlAr	ɑlɑnler	ɑlɑnlɑr
kɑjɯtlH	kɑjɯtli	kɑjɯtlɯ
kullɑnAn	kullɑnen	kullɑnɑn
uzɑkDAn	uzɑkten	uzɑktɑn
hɑstɑlɯklArH	hɑstɑlɯkleri	hɑstɑlɯklɑrɯ
orɑnDA	orɑnde	orɑndɑ
gynHn	gynin	gynyn
pɑjH	pɑji	pɑjɯ
yrynH	yryni	yryny
noktɑDA	noktɑde	noktɑdɑ
bɑzɯlArH	bɑzɯleri	bɑzɯlɑrɯ
progrɑmlAr	progrɑmler	progrɑmlɑr
ɑʧɯklɑmA	ɑʧɯklɑme	ɑʧɯklɑmɑ
tɑrtɯʃmA	tɑrtɯʃme	tɑrtɯʃmɑ
hɯzH	hɯzi	hɯzɯ
tɑnɯmH	tɑnɯmi	tɑnɯmɯ
toplɑntɯDA	toplɑntɯde	toplɑntɯdɑ
ʧøzymH	ʧøzymi	ʧøzymy
ortɑmH	ortɑmi	ortɑmɯ
hɑstɑlAr	hɑstɑler	hɑstɑlɑr
ʧɑlɯʃmAA	ʧɑlɯʃmee	ʧɑlɯʃmɑɑ
ɑʧɯkʧA	ɑʧɯkʧe	ɑʧɯkʧɑ
sɯnɑvH	sɯnɑvi	sɯnɑvɯ
kɑrɑrlAr	kɑrɑrler	kɑrɑrlɑr
koruHʤH	koruiʤi	koruuʤu
firmɑlArHn	firmɑlerin	firmɑlɑrɯn
tɑrihDA	tɑrihde	tɑrihte
jɑʃɑmA	jɑʃɑme	jɑʃɑmɑ
olɑjlAr	olɑjler	olɑjlɑr
kɑlkɯnmA	kɑlkɯnme	kɑlkɯnmɑ
olmAlArH	olmeleri	olmɑlɑrɯ
sɑnA	sɑne	sɑnɑ
bɑʃH	bɑʃi	bɑʃɯ
ekrɑnDA	ekrɑnde	ekrɑndɑ
ɑdɑnA	ɑdɑne	ɑdɑnɑ
bɑkHʃ	bɑkiʃ	bɑkɯʃ
ekrɑnA	ekrɑne	ekrɑnɑ
ɑrɑʧlArH	ɑrɑʧleri	ɑrɑʧlɑrɯ
insɑnlArH	insɑnleri	insɑnlɑrɯ
sektørHn	sektørin	sektøryn
noktɑH	noktɑi	noktɑɯ
kuruluʃlArHn	kuruluʃlerin	kuruluʃlɑrɯn
kɑvrɑmH	kɑvrɑmi	kɑvrɑmɯ
rolH	roli	roly
kurumHn	kurumin	kurumun
dynjɑDAki	dynjɑdeki	dynjɑdɑki
yrynHn	yrynin	yrynyn
gruplArH	grupleri	gruplɑrɯ
insɑnlArA	insɑnlere	insɑnlɑrɑ
bulunmA	bulunme	bulunmɑ
kɑrɑrlArH	kɑrɑrleri	kɑrɑrlɑrɯ
olmADAn	olmeden	olmɑtɑn
ɑjɑkDA	ɑjɑkte	ɑjɑktɑ
olmAmAH	olmemei	olmɑmɑɯ
fɑrkH	fɑrki	fɑrkɯ
esɑslArH	esɑsleri	esɑslɑrɯ
dɑnɯʃmA	dɑnɯʃme	dɑnɯʃmɑ
elemɑnlArH	elemɑnleri	elemɑnlɑrɯ
tɑmɑmH	tɑmɑmi	tɑmɑmɯ
ɑlmAH	ɑlmei	ɑlmɑɯ
korumA	korume	korumɑ
burɑDAki	burɑdeki	burɑdɑki
jɯllArH	jɯlleri	jɯllɑrɯ
politikɑH	politikɑi	politikɑɯ
sektørHHn	sektøriin	sektøryyn
ʧoʤuklArDA	ʧoʤuklerde	ʧoʤuklɑrdɑ
jɯlHHn	jɯliin	jɯlɯɯn
kɑnunHHn	kɑnuniin	kɑnunuun
ʧoʤuklArH	ʧoʤukleri	ʧoʤuklɑrɯ
bɑʃɑrɯsHz	bɑʃɑrɯsiz	bɑʃɑrɯsɯz
sonuʧDA	sonuʧte	sonuʧtɑ
olɑnɑklArH	olɑnɑkleri	olɑnɑklɑrɯ
kɑdɯnlAr	kɑdɯnler	kɑdɯnlɑr
jɑjɯnlAnAn	jɑjɯnlenen	jɑjɯnlɑnɑn
konulH	konuli	konulu
ʧɑlɯʃmADA	ʧɑlɯʃmede	ʧɑlɯʃmɑdɑ
kyltyrH	kyltyri	kyltyry
onɑjH	onɑji	onɑjɯ
jɯlA	jɯle	jɯlɑ
ɑɰɯrlɯklH	ɑɰɯrlɯkli	ɑɰɯrlɯklɯ
bɑbɑH	bɑbɑi	bɑbɑɯ
bulmA	bulme	bulmɑ
soruʃturmA	soruʃturme	soruʃturmɑ
ɑʃɑmɑDA	ɑʃɑmɑde	ɑʃɑmɑdɑ
firmɑHn	firmɑin	firmɑɯn
kurmA	kurme	kurmɑ
toplumH	toplumi	toplumu
silɑhlH	silɑhli	silɑhlɯ
ʃɑrtlAr	ʃɑrtler	ʃɑrtlɑr
gruplAr	grupler	gruplɑr
devɑmlH	devɑmli	devɑmlɯ
dɑvrɑnHʃ	dɑvrɑniʃ	dɑvrɑnɯʃ
jɑrdɯmH	jɑrdɯmi	jɑrdɯmɯ
jolDA	jolde	joldɑ
sorunlArHn	sorunlerin	sorunlɑrɯn
jollArH	jolleri	jollɑrɯ
bulunmAAn	bulunmeen	bulunmɑɑn
durumHn	durumin	durumun
dolɑrH	dolɑri	dolɑrɯ
konuDAki	konudeki	konudɑki
numɑrɑlH	numɑrɑli	numɑrɑlɯ
olɑjH	olɑji	olɑjɯ
ɑnlɑmH	ɑnlɑmi	ɑnlɑmɯ
fɑjdɑlH	fɑjdɑli	fɑjdɑlɯ
gøryʃH	gøryʃi	gøryʃy
hɑftɑDA	hɑftɑde	hɑftɑdɑ
mimɑrlHk	mimɑrlik	mimɑrlɯk
sigortɑH	sigortɑi	sigortɑɯ
tɑrɯmsAl	tɑrɯmsel	tɑrɯmsɑl
esɑslAr	esɑsler	esɑslɑr
teʃkilɑtH	teʃkilɑti	teʃkilɑtɯ
bɑʃlɑArAk	bɑʃlɑɑrek	bɑʃlɑɑrɑk
progrɑmA	progrɑme	progrɑmɑ
tɑbɑnlH	tɑbɑnli	tɑbɑnlɯ
ʧɑlɯʃmAHn	ʧɑlɯʃmein	ʧɑlɯʃmɑɯn
sɑlonH	sɑloni	sɑlonu
ʧɑlɯʃɑnlArHn	ʧɑlɯʃɑnlerin	ʧɑlɯʃɑnlɑrɯn
bɑʃA	bɑʃe	bɑʃɑ
ʧɑlɯʃmAlArHn	ʧɑlɯʃmelerin	ʧɑlɯʃmɑlɑrɯn
telefonH	telefoni	telefonu
jɯlDAn	jɯlden	jɯldɑn
jɑpɯsAl	jɑpɯsel	jɑpɯsɑl
ɑjrɯlAn	ɑjrɯlen	ɑjrɯlɑn
uluslAr	ulusler	uluslɑr
orɑnlArH	orɑnleri	orɑnlɑrɯ
jɑpɯmH	jɑpɯmi	jɑpɯmɯ
zɑmɑnlAr	zɑmɑnler	zɑmɑnlɑr
bɑnkɑlAr	bɑnkɑler	bɑnkɑlɑr
døkymH	døkymi	døkymy
bɑʃkɑnlHk	bɑʃkɑnlik	bɑʃkɑnlɯk
dønHʃ	døniʃ	dønyʃ
olɑjlArH	olɑjleri	olɑjlɑrɯ
sɯʤɑklHk	sɯʤɑklik	sɯʤɑklɯk
sempozjumH	sempozjumi	sempozjumu
olmAHn	olmein	olmɑɯn
jɑzɯlɯmH	jɑzɯlɯmi	jɑzɯlɯmɯ
jɑjɯnlAr	jɑjɯnler	jɑjɯnlɑr
tymH	tymi	tymy
sɯnɑvA	sɯnɑve	sɯnɑvɑ
ɑlDHklArH	ɑldikleri	ɑldɯklɑrɯ
hususlAr	hususler	hususlɑr
dɑɰɯlɯmH	dɑɰɯlɯmi	dɑɰɯlɯmɯ
dɑjɑnAn	dɑjɑnen	dɑjɑnɑn
jɑpmAH	jɑpmei	jɑpmɑɯ
zɑrɑrlH	zɑrɑrli	zɑrɑrlɯ
ʧɑlɯʃmAlArDA	ʧɑlɯʃmelerde	ʧɑlɯʃmɑlɑrdɑ
insɑnA	insɑne	insɑnɑ
hɑlkHHn	hɑlkiin	hɑlkɯɯn
ɑʧAn	ɑʧen	ɑʧɑn
ɑrtHʃH	ɑrtiʃi	ɑrtɯʃɯ
etmADA	etmede	etmete
toplɑnAn	toplɑnen	toplɑnɑn
kɑjɯtlArH	kɑjɯtleri	kɑjɯtlɑrɯ
okulA	okule	okulɑ
jɑsɑH	jɑsɑi	jɑsɑɯ
ojunH	ojuni	ojunu
ɑdɑjlAr	ɑdɑjler	ɑdɑjlɑr
fijɑtlArH	fijɑtleri	fijɑtlɑrɯ
mutlulHk	mutlulik	mutluluk
rɑhɑtsHz	rɑhɑtsiz	rɑhɑtsɯz
bulgulAr	bulguler	bulgulɑr
tɑrɑfH	tɑrɑfi	tɑrɑfɯ
progrɑmHHn	progrɑmiin	progrɑmɯɯn
usulH	usuli	usuly
sɑjfɑH	sɑjfɑi	sɑjfɑɯ
fijɑtH	fijɑti	fijɑtɯ
ɑʃkHn	ɑʃkin	ɑʃkɯn
ødylH	ødyli	ødyly
ɑɰH	ɑɰi	ɑɰɯ
jyzjɯlDA	jyzjɯlde	jyzjɯldɑ
bojutlH	bojutli	bojutlu
ilɑʧlAr	ilɑʧler	ilɑʧlɑr
jɑpɯlAr	jɑpɯler	jɑpɯlɑr
uzɑnAn	uzɑnen	uzɑnɑn
ʧɑlɯʃmAlArHHn	ʧɑlɯʃmeleriin	ʧɑlɯʃmɑlɑrɯɯn
dosjɑlArH	dosjɑleri	dosjɑlɑrɯ
jɑʃɑmH	jɑʃɑmi	jɑʃɑmɯ
hukukH	hukuki	hukuku
toplumA	toplume	toplumɑ
ʧoʤuklArA	ʧoʤuklere	ʧoʤuklɑrɑ
ɑnlɑmA	ɑnlɑme	ɑnlɑmɑ
koʃullAr	koʃuller	koʃullɑr
gynmHzA	gynmize	gynmyze
jɑzmA	jɑzme	jɑzmɑ
kɑblosHz	kɑblosiz	kɑblosuz
kɑdɯnlArHn	kɑdɯnlerin	kɑdɯnlɑrɯn
plɑnA	plɑne	plɑnɑ
romA	rome	romɑ
kurumlArHn	kurumlerin	kurumlɑrɯn
tutAn	tuten	tutɑn
binɑH	binɑi	binɑɯ
hɑjɑtHn	hɑjɑtin	hɑjɑtɯn
kurmA	kurme	kurmɑ
notH	noti	notu
mesɑʒH	mesɑʒi	mesɑʒɯ
ɑzɑlmA	ɑzɑlme	ɑzɑlmɑ
dosjɑH	dosjɑi	dosjɑɯ
jɑjɯmH	jɑjɯmi	jɑjɯmɯ
dynjɑH	dynjɑi	dynjɑɯ
olmAksHzHn	olmeksizin	olmɑksɯzɯn
sunAn	sunen	sunɑn
ɑkɯllH	ɑkɯlli	ɑkɯllɯ
sɑvɑʃHn	sɑvɑʃin	sɑvɑʃɯn
kullɑnɯmA	kullɑnɯme	kullɑnɯmɑ
ʧɑlɯʃmAlArA	ʧɑlɯʃmelere	ʧɑlɯʃmɑlɑrɑ
jɑʃɑmA	jɑʃɑme	jɑʃɑmɑ
ɑrɑʧlAr	ɑrɑʧler	ɑrɑʧlɑr
bulunDHklArH	bulundikleri	bulunduklɑrɯ
kɑtɯlmA	kɑtɯlme	kɑtɯlmɑ
rɑporlAr	rɑporler	rɑporlɑr
edebijɑtH	edebijɑti	edebijɑtɯ
kitɑplAr	kitɑpler	kitɑplɑr
sɑɰlAnAn	sɑɰlenen	sɑɰlɑnɑn
hɑstɑDA	hɑstɑde	hɑstɑdɑ
jyzjɯlHn	jyzjɯlin	jyzjɯlɯn
kɑnunA	kɑnune	kɑnunɑ
progrɑmDA	progrɑmde	progrɑmdɑ
jɑʃɑmHn	jɑʃɑmin	jɑʃɑmɯn
ʧɯkmAH	ʧɯkmei	ʧɯkmɑɯ
ʧɑlɯʃɑnlAr	ʧɑlɯʃɑnler	ʧɑlɯʃɑnlɑr
ɑrɑʃtɯrmAlArH	ɑrɑʃtɯrmeleri	ɑrɑʃtɯrmɑlɑrɯ
ɑzɯnDAn	ɑzɯnden	ɑzɯndɑn
kutsAl	kutsel	kutsɑl
koʃullArDA	koʃullerde	koʃullɑrdɑ
olɑjHn	olɑjin	olɑjɯn
orɑDAn	orɑden	orɑdɑn
sɑvɑʃA	sɑvɑʃe	sɑvɑʃɑ
hɑftɑlHk	hɑftɑlik	hɑftɑlɯk
konɑklɑmA	konɑklɑme	konɑklɑmɑ
ɑnlɑʃmɑH	ɑnlɑʃmɑi	ɑnlɑʃmɑɯ
ʃɑrtH	ʃɑrti	ʃɑrtɯ
bɑɰlɑmDA	bɑɰlɑmde	bɑɰlɑmdɑ
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧte	bɑʃlɑngɯʧtɑ
gynmHz	gynmiz	gynmyz
jɑzɯlAr	jɑzɯler	jɑzɯlɑr
kɑdɯnHn	kɑdɯnin	kɑdɯnɯn
kɑrɑrHn	kɑrɑrin	kɑrɑrɯn
ujgulɑmɑDA	ujgulɑmɑde	ujgulɑmɑdɑ
jɑpɯlArH	jɑpɯleri	jɑpɯlɑrɯ
kɑnunDA	kɑnunde	kɑnundɑ
bojutH	bojuti	bojutu
ɑlHʃ	ɑliʃ	ɑlɯʃ
bɑsArAk	bɑserek	bɑsɑrɑk
odɑlArH	odɑleri	odɑlɑrɯ
sigortɑlH	sigortɑli	sigortɑlɯ
bɑʃvurAn	bɑʃvuren	bɑʃvurɑn
durumlArH	durumleri	durumlɑrɯ
okulHn	okulin	okulun
hɑklAr	hɑkler	hɑklɑr
mezunH	mezuni	mezunu
ɑnlɑtAn	ɑnlɑten	ɑnlɑtɑn
okulDA	okulde	okuldɑ
ɑrɯtmA	ɑrɯtme	ɑrɯtmɑ
durumlAr	durumler	durumlɑr
sɑtHʃH	sɑtiʃi	sɑtɯʃɯ
binɑHn	binɑin	binɑɯn
hɑstɑlɯklAr	hɑstɑlɯkler	hɑstɑlɯklɑr
ɑʧɯklɑmADA	ɑʧɯklɑmede	ɑʧɯklɑmɑdɑ
insɑnlHk	insɑnlik	insɑnlɯk
sɑjɯlArH	sɑjɯleri	sɑjɯlɑrɯ
tɑbɑnH	tɑbɑni	tɑbɑnɯ
kɑtlH	kɑtli	kɑtlɯ
kurumA	kurume	kurumɑ
mɑlHn	mɑlin	mɑlɯn
zɑmɑnA	zɑmɑne	zɑmɑnɑ
nyfusH	nyfusi	nyfusu
politikɑlArH	politikɑleri	politikɑlɑrɯ
sɯnɯfH	sɯnɯfi	sɯnɯfɯ
fonH	foni	fonu
kullAnHʤHnHn	kulleniʤinin	kullɑnɯʤɯnɯn
tɑrɑfDA	tɑrɑfte	tɑrɑftɑ
pɑsA	pɑse	pɑsɑ
ihtijɑʧlArH	ihtijɑʧleri	ihtijɑʧlɑrɯ
jønlH	jønli	jønly
øzgyrlHk	øzgyrlik	øzgyrlyk
dɯʃɑrɯDAn	dɯʃɑrɯden	dɯʃɑrɯdɑn
ɑdɑmH	ɑdɑmi	ɑdɑmɯ
ɑrkɑdɑʃlArH	ɑrkɑdɑʃleri	ɑrkɑdɑʃlɑrɯ
sunmA	sunme	sunmɑ
kuruluʃlArHHn	kuruluʃleriin	kuruluʃlɑrɯɯn
plɑnDA	plɑnde	plɑndɑ
jɯllArHn	jɯllerin	jɯllɑrɯn
jolDAn	jolden	joldɑn
ʤihɑzH	ʤihɑzi	ʤihɑzɯ
grupDA	grupte	gruptɑ
ɑjHn	ɑjin	ɑjɯn
bɑkɑnlɯkʧA	bɑkɑnlɯkʧe	bɑkɑnlɯkʧɑ
kɑjnɑklArHn	kɑjnɑklerin	kɑjnɑklɑrɯn
sɑnɑtʧH	sɑnɑtʧi	sɑnɑtʧɯ
ɑdɑjlArHn	ɑdɑjlerin	ɑdɑjlɑrɯn
jɑpmAH	jɑpmei	jɑpmɑɯ
firmɑH	firmɑi	firmɑɯ
sorulArH	soruleri	sorulɑrɯ
stɑndɑrtlArH	stɑndɑrtleri	stɑndɑrtlɑrɯ
toplumDA	toplumde	toplumdɑ
ɑrtmAH	ɑrtmei	ɑrtmɑɯ
geliʃmADA	geliʃmede	geliʃmete
memurH	memuri	memuru
jyzH	jyzi	jyzy
jɑrɑtmA	jɑrɑtme	jɑrɑtmɑ
esɑslArA	esɑslere	esɑslɑrɑ
ujgunlHk	ujgunlik	ujgunluk
jønH	jøni	jøny
kurulHn	kurulin	kurulun
bilgisɑjɑrA	bilgisɑjɑre	bilgisɑjɑrɑ
komutH	komuti	komutu
devɑmH	devɑmi	devɑmɯ
hɑjɑtDA	hɑjɑtte	hɑjɑttɑ
ortɑDA	ortɑde	ortɑdɑ
dɑjɑnArAk	dɑjɑnerek	dɑjɑnɑrɑk
olHnʤA	olinʤe	olunʤɑ
kɯrsAl	kɯrsel	kɯrsɑl
noktɑDAn	noktɑden	noktɑdɑn
ɑlɑnlArA	ɑlɑnlere	ɑlɑnlɑrɑ
kuruluʃHn	kuruluʃin	kuruluʃun
pɑhɑlH	pɑhɑli	pɑhɑlɯ
pɑrʧɑlArH	pɑrʧɑleri	pɑrʧɑlɑrɯ
ʧɑlɯʃmAH	ʧɑlɯʃmei	ʧɑlɯʃmɑɯ
elemɑnH	elemɑni	elemɑnɯ
hɑjvɑnlAr	hɑjvɑnler	hɑjvɑnlɑr
pɑrʧɑlAr	pɑrʧɑler	pɑrʧɑlɑr
fɑrklHlHk	fɑrklilik	fɑrklɯlɯk
fonksijonlArH	fonksijonleri	fonksijonlɑrɯ
pijɑsɑDA	pijɑsɑde	pijɑsɑdɑ
bɑʃbɑkɑnlHk	bɑʃbɑkɑnlik	bɑʃbɑkɑnlɯk
hɑstɑlArA	hɑstɑlere	hɑstɑlɑrɑ
bɑʃɑrɯlAr	bɑʃɑrɯler	bɑʃɑrɯlɑr
tutmA	tutme	tutmɑ
dynjɑH	dynjɑi	dynjɑɯ
tɑkɯmH	tɑkɯmi	tɑkɯmɯ
jɑkɯnDA	jɑkɯnde	jɑkɯndɑ
bɑʃlɯklH	bɑʃlɯkli	bɑʃlɯklɯ
kɑrʃɯmHzA	kɑrʃɯmize	kɑrʃɯmɯzɑ
kolH	koli	kolu
kuruluʃlArA	kuruluʃlere	kuruluʃlɑrɑ
tɑrɑflAr	tɑrɑfler	tɑrɑflɑr
hɑklArHHn	hɑkleriin	hɑklɑrɯɯn
jɑpHp	jɑpip	jɑpɯp
ɑmɑʧlAr	ɑmɑʧler	ɑmɑʧlɑr
fijɑtlAr	fijɑtler	fijɑtlɑr
hesɑplArH	hesɑpleri	hesɑplɑrɯ
kurtɑrmA	kurtɑrme	kurtɑrmɑ
kɑtɯlmA	kɑtɯlme	kɑtɯlmɑ
kurɑllArA	kurɑllere	kurɑllɑrɑ
ɑnlɑmA	ɑnlɑme	ɑnlɑmɑ
kɑjnɑklArHHn	kɑjnɑkleriin	kɑjnɑklɑrɯɯn
plɑnlAmAH	plɑnlemei	plɑnlɑmɑɯ
jɑsɑHn	jɑsɑin	jɑsɑɯn
jɑjɯnH	jɑjɯni	jɑjɯnɯ
ølymH	ølymi	ølymy
ɑdlArH	ɑdleri	ɑdlɑrɯ
ʤihɑzlAr	ʤihɑzler	ʤihɑzlɑr
mɑlH	mɑli	mɑlɯ
progrɑmlArHHn	progrɑmleriin	progrɑmlɑrɯɯn
hɑjvɑnlArHn	hɑjvɑnlerin	hɑjvɑnlɑrɯn
kɑrtlArH	kɑrtleri	kɑrtlɑrɯ
ojunlArH	ojunleri	ojunlɑrɯ
jɑtɯrɯmlAr	jɑtɯrɯmler	jɑtɯrɯmlɑr
ɑmɑʧlArH	ɑmɑʧleri	ɑmɑʧlɑrɯ
kuʃkusHz	kuʃkusiz	kuʃkusuz
oluʃumH	oluʃumi	oluʃumu
tɑrɑfA	tɑrɑfe	tɑrɑfɑ
imɑlɑtH	imɑlɑti	imɑlɑtɯ
olɑjlArHn	olɑjlerin	olɑjlɑrɯn
ɑjDAn	ɑjden	ɑjdɑn
durAn	duren	durɑn
konulArHn	konulerin	konulɑrɯn
ʧɑlɯʃɑnlArH	ʧɑlɯʃɑnleri	ʧɑlɯʃɑnlɑrɯ
ɑlɑnDAki	ɑlɑndeki	ɑlɑndɑki
ʤihɑzlArH	ʤihɑzleri	ʤihɑzlɑrɯ
sɑjfɑDA	sɑjfɑde	sɑjfɑdɑ
kurulA	kurule	kurulɑ
performɑnsH	performɑnsi	performɑnsɯ
ɑlɑnHn	ɑlɑnin	ɑlɑnɯn
ɑrkɑdɑʃlAr	ɑrkɑdɑʃler	ɑrkɑdɑʃlɑr
