uf	pred	sf
komisjonH	komisjonɯ	komisjonu
geliʃmAlAr	geliʃmɑlɑr	geliʃmeler
gørevlArH	gørevlɑri	gørevleri
ønmHzDAki	ønmizdɑki	ønmyzdeki
vermA	vermi	verme
deɰiʃiklHklAr	deɰiʃikliklɑr	deɰiʃiklikler
mɑddelAr	mɑddelɑr	mɑddeler
jønDA	jøndɑ	jønde
bilgilArHn	bilgilɑrin	bilgilerin
etmAH	etmɑi	etmei
kurulHHn	kurulɯɯn	kuruluun
syrAn	syrdn	syren
etmAA	etmɑɑ	etmee
gøzDAn	gøzdɑn	gøzden
iʃlAr	iʃlɑr	iʃler
proʒelAr	proʒelɑr	proʒeler
tɑrihDAn	tɑrihdɑn	tɑrihten
sektørH	sektøri	sektøry
ønA	ønɑ	øne
inʤelemA	inʤelemd	inʤeleme
fɑɑlijetlArH	fɑɑlijetlɑri	fɑɑlijetleri
belirtAn	belirtdn	belirten
bilimlArH	bilimlɑri	bilimleri
yjelArHHn	yjelɑriin	yjeleriin
jɑpDHklArH	jɑpdɯklɑrɯ	jɑptɯklɑrɯ
bojH	bojɯ	boju
tekniklArH	tekniklɑri	teknikleri
hizmetA	hizmetd	hizmete
belgelAr	belgelɑr	belgeler
yjelAr	yjelɑr	yjeler
søzH	søzi	søzy
øɰrenʤilArH	øɰrenʤilɑri	øɰrenʤileri
øɰrenmA	øɰrenmd	øɰrenme
deɰerlAr	deɰerlɑr	deɰerler
getirAn	getirdn	getiren
bilimlAr	bilimlɑr	bilimler
uzɑkDAn	uzɑkdɑn	uzɑktɑn
mɑddelArH	mɑddelɑri	mɑddeleri
iʃlemA	iʃlemi	iʃleme
gynHn	gynin	gynyn
øzellHklAr	øzelliklɑr	øzellikler
bilgiA	bilgii	bilgie
yrynH	yryni	yryny
belgelArH	belgelɑri	belgeleri
ʧøzymlAr	ʧøzymlɑr	ʧøzymler
teknoloʒilArH	teknoloʒilɑri	teknoloʒileri
deɰiʃAn	deɰiʃɑn	deɰiʃen
ʧøzymH	ʧøzymi	ʧøzymy
dyʃAn	dyʃɑn	dyʃen
jerlArH	jerlɑri	jerleri
sistemA	sistemd	sisteme
inʤelAnmAH	inʤelɑnmɑi	inʤelenmei
sɯnɑvH	sɯnɑvi	sɯnɑvɯ
bølgesAl	bølgesdl	bølgesel
ønDA	øndɑ	ønde
koruHʤH	koruɯʤɯ	koruuʤu
tɑrihDA	tɑrihdɑ	tɑrihte
getirmA	getirmi	getirme
jerDAn	jerdɑn	jerden
ylkelArH	ylkelɑri	ylkeleri
derslArH	derslɑri	dersleri
gynlArH	gynlɑri	gynleri
iliʃkilArH	iliʃkilɑri	iliʃkileri
vermAA	vermɑi	vermee
verArAk	verɑrɑk	vererek
sektørHn	sektørin	sektøryn
ørgytH	ørgyti	ørgyty
sizlerA	sizlerd	sizlere
rolH	rolɯ	roly
kurumHn	kurumɯn	kurumun
yrynHn	yrynin	yrynyn
gynDAn	gynddn	gynden
geriA	gerii	gerie
evDA	evdi	evde
jerlAr	jerlɑr	jerler
iliʃkilAr	iliʃkilɑr	iliʃkiler
izleAn	izlein	izleen
olmADAn	olmɑdɑn	olmɑtɑn
ɑjɑkDA	ɑjɑkdɑ	ɑjɑktɑ
konuHn	konuɯn	konuun
verilAr	verilɑr	veriler
mɑddeDA	mɑddedɑ	mɑddede
gørmA	gørmɑ	gørme
sektørHHn	sektøriin	sektøryyn
gynA	gynd	gyne
sɑjeDA	sɑjedɑ	sɑjede
yjelArHn	yjelɑrin	yjelerin
devreA	devrei	devree
ʤinsAl	ʤinsdl	ʤinsel
mɑddelArHn	mɑddelɑrin	mɑddelerin
gørevA	gørevi	gøreve
konulH	konulɯ	konulu
sistemlAr	sistemlɑr	sistemler
hɑberleʃmA	hɑberleʃmɑ	hɑberleʃme
soruHn	soruɯn	soruun
herkesA	herkesd	herkese
toplumH	toplumɯ	toplumu
kyresAl	kyresdl	kyresel
bilgilArA	bilgilɑrɑ	bilgilere
kendilArH	kendilɑri	kendileri
hizmetlArHHn	hizmetlɑriin	hizmetleriin
geleʤekDA	geleʤekdi	geleʤekte
kiʃilArA	kiʃilɑrd	kiʃilere
køjH	køji	køjy
sɑɑtH	sɑɑtɯ	sɑɑti
durumHn	durumɯn	durumun
ønlemlAr	ønlemlɑr	ønlemler
bølgelArDA	bølgelɑrdɑ	bølgelerde
jøntemlAr	jøntemlɑr	jøntemler
iʃitmA	iʃitmd	iʃitme
gøryʃH	gøryʃi	gøryʃy
hykymlAr	hykymlɑr	hykymler
merkezlArH	merkezlɑri	merkezleri
tyrlArH	tyrlɑri	tyrleri
bølgeA	bølgei	bølgee
søjlemA	søjlemd	søjleme
mɑlzemelArH	mɑlzemelɑri	mɑlzemeleri
sɑhiplArH	sɑhiplɑri	sɑhipleri
sɑlonH	sɑlonɯ	sɑlonu
telefonH	telefonɯ	telefonu
milletlAr	milletlɑr	milletler
dønemlArDA	dønemlɑrdɑ	dønemlerde
ʧøzymlArH	ʧøzymlɑri	ʧøzymleri
problemlArH	problemlɑri	problemleri
genʧlAr	genʧlɑr	genʧler
ʧekAn	ʧekɑn	ʧeken
døkymH	døkymi	døkymy
dønHʃ	døniʃ	dønyʃ
etkinlHklAr	etkinliklɑr	etkinlikler
girmA	girmd	girme
sempozjumH	sempozjumi	sempozjumu
gelHnʤA	gelinʤd	gelinʤe
ønlemA	ønlemi	ønleme
tymH	tymi	tymy
ʧerʧeveDA	ʧerʧevedi	ʧerʧevede
ʃirketlArHn	ʃirketlɑrin	ʃirketlerin
øɰrenmA	øɰrenmd	øɰrenme
ʧevresAl	ʧevresdl	ʧevresel
gynlAr	gynlɑr	gynler
seʧmA	seʧmɑ	seʧme
dyzenlAnmAH	dyzenlɑnmdi	dyzenlenmei
jønetiʤilArH	jønetiʤilɑri	jønetiʤileri
øɰrenʤiA	øɰrenʤii	øɰrenʤie
sistemlArHHn	sistemlɑriin	sistemleriin
etmADA	etmddɑ	etmete
mɑlzemelAr	mɑlzemelɑr	mɑlzemeler
jønDAn	jøndɑn	jønden
sistemDA	sistemdɑ	sistemde
dyzenlemAlAr	dyzenlemɑlɑr	dyzenlemeler
dikkɑtlH	dikkɑtlɯ	dikkɑtli
geliʃmAH	geliʃmɑi	geliʃmei
ørneklArH	ørneklɑri	ørnekleri
fɑɑlijetlAr	fɑɑlijetlɑr	fɑɑlijetler
ojunH	ojunɯ	ojunu
beklAnAn	beklɑndn	beklenen
gøstermA	gøstermd	gøsterme
mutlulHk	mutlulɯk	mutluluk
sɑɑtlArH	sɑɑtlɑrɯ	sɑɑtleri
evA	evi	eve
ylkelArA	ylkelɑrd	ylkelere
isteDHklArH	istediklɑri	istedikleri
belirtArAk	belirtɑrɑk	belirterek
eɰitimA	eɰitimd	eɰitime
bølgeDAki	bølgeddki	bølgedeki
usulH	usulɯ	usuly
geliʃmAlArH	geliʃmɑlɑri	geliʃmeleri
ødylH	ødyli	ødyly
hizmetlArHn	hizmetlɑrin	hizmetlerin
bojutlH	bojutli	bojutlu
evrensAl	evrensdl	evrensel
nedenlArH	nedenlɑri	nedenleri
temsilʤilArH	temsilʤilɑri	temsilʤileri
deɰiʃiklHklArH	deɰiʃikliklɑri	deɰiʃiklikleri
hukukH	hukuki	hukuku
tɑrihsAl	tɑrihsdl	tɑrihsel
fɑktørlAr	fɑktørlɑr	fɑktørler
kɑblosHz	kɑblosɯz	kɑblosuz
kurtulHʃ	kurtulɯʃ	kurtuluʃ
bilgilArHHn	bilgilɑriin	bilgileriin
belgelArHn	belgelɑrin	belgelerin
notH	notɯ	notu
birimlArH	birimlɑri	birimleri
gøzA	gøzɑ	gøze
eserlArH	eserlɑri	eserleri
tedbirlAr	tedbirlɑr	tedbirler
bizDA	bizdɑ	bizde
eserlAr	eserlɑr	eserler
nereA	nerei	neree
nereDAn	nereddn	nereden
genA	gend	gene
bulunDHklArH	bulundɯklɑrɯ	bulunduklɑrɯ
ylkeA	ylkei	ylkee
jønetmelikDA	jønetmelikdi	jønetmelikte
syrelArH	syrelɑri	syreleri
ʧevreA	ʧevrei	ʧevree
fɑɑlijetA	fɑɑlijetɑ	fɑɑlijete
ilkelArH	ilkelɑri	ilkeleri
kesmA	kesmd	kesme
bizDAn	bizdɑn	bizden
gelArAk	gelɑrɑk	gelerek
kuvvetlArH	kuvvetlɑri	kuvvetleri
nitelikDA	nitelikdɑ	nitelikte
bɑʃlɑngɯʧDA	bɑʃlɑngɯʧdɑ	bɑʃlɑngɯʧtɑ
gynmHz	gynmiz	gynmyz
ʃirketlArH	ʃirketlɑri	ʃirketleri
øɰretmenlAr	øɰretmenlɑr	øɰretmenler
yrynlArHHn	yrynlɑriin	yrynleriin
ileriDA	ileridi	ileride
ʧeʃitlArH	ʧeʃitlɑri	ʧeʃitleri
bojutH	bojutɯ	bojutu
sɑɑtDA	sɑɑtdɑ	sɑɑtte
ʃimdiA	ʃimdii	ʃimdie
okulHn	okulɯn	okulun
mezunH	mezuni	mezunu
tesislAr	tesislɑr	tesisler
verilArHn	verilɑrin	verilerin
ønerilAr	ønerilɑr	øneriler
gørevlHlArH	gørevlilɑri	gørevlileri
denizA	denizd	denize
kiʃiDAn	kiʃiddn	kiʃiden
tɑrihA	tɑrihɑ	tɑrihe
giderlArH	giderlɑri	giderleri
nyfusH	nyfusi	nyfusu
etmAH	etmɑi	etmei
tɑrɑfDA	tɑrɑfdɑ	tɑrɑftɑ
jetkilHlArH	jetkililɑri	jetkilileri
jønlH	jønlɯ	jønly
øzgyrlHk	øzgyrlik	øzgyrlyk
iʃlArHn	iʃlɑrɯn	iʃlerin
modellArH	modellɑri	modelleri
iʃlemlArHn	iʃlemlɑrin	iʃlemlerin
tedbirlArH	tedbirlɑri	tedbirleri
belirlemA	belirlemi	belirleme
jyklemA	jyklemd	jykleme
yʤretlArH	yʤretlɑri	yʤretleri
gøryʃmelAr	gøryʃmelɑr	gøryʃmeler
grupDA	grupdɑ	gruptɑ
bølgelAr	bølgelɑr	bølgeler
belirleAn	belirledn	belirleen
sevijeDA	sevijedi	sevijede
ønlAnmAH	ønlɑnmɑɯ	ønlenmei
geʧmiʃDA	geʧmiʃdɑ	geʧmiʃte
geliʃmADA	geliʃmɑdɑ	geliʃmete
memurH	memuri	memuru
jyzH	jyzi	jyzy
seʧeneklArH	seʧeneklɑri	seʧenekleri
girmAH	girmdi	girmei
ujgunlHk	ujgunlɯk	ujgunluk
jønH	jøni	jøny
komutH	komutɯ	komutu
fonksijonH	fonksijonɯ	fonksijonu
hɑjɑtDA	hɑjɑtdɑ	hɑjɑttɑ
ørgytlArH	ørgytlɑri	ørgytleri
bɑʃvuruH	bɑʃvurui	bɑʃvuruu
olHnʤA	olɯnʤɑ	olunʤɑ
ønerilArH	ønerilɑri	ønerileri
gøryʃlArH	gøryʃlɑri	gøryʃleri
genʧlArHn	genʧlɑrin	genʧlerin
kuruluʃHn	kuruluʃɯn	kuruluʃun
proʒelArHn	proʒelɑrin	proʒelerin
bølymlArH	bølymlɑri	bølymleri
geʧArAk	geʧɑrɑk	geʧerek
jetkilArH	jetkilɑri	jetkileri
tɑleplArH	tɑleplɑri	tɑlepleri
yʧDA	yʧdɑ	yʧte
gørevlAr	gørevlɑr	gørevler
bizlerA	bizlerd	bizlere
ikiA	ikii	ikie
tiplArH	tiplɑri	tipleri
dyzeltmA	dyzeltmd	dyzeltme
etmAlArH	etmɑlɑri	etmeleri
sɑɑtlHk	sɑɑtlɯk	sɑɑtlik
belirtmA	belirtmd	belirtme
hekimlAr	hekimlɑr	hekimler
iʃDAn	iʃdɑn	iʃten
kolH	kolɯ	kolu
yniversitelAr	yniversitelɑr	yniversiteler
gørynAn	gøryndn	gørynen
girArAk	girɑrɑk	girerek
verDHklArH	verdiklɑri	verdikleri
søjleAn	søjleɑn	søjleen
doɰruH	doɰruɯ	doɰruu
ølymH	ølymi	ølymy
ʃejlArH	ʃejlɑri	ʃejleri
birimlAr	birimlɑr	birimler
gøryntylAr	gøryntylɑr	gøryntyler
kuʃkusHz	kuʃkusɯz	kuʃkusuz
oluʃumH	oluʃumɯ	oluʃumu
ʧekmA	ʧekmi	ʧekme
geriDA	geridi	geride
diɰerlArH	diɰerlɑri	diɰerleri
orduH	orduɯ	orduu
engellAr	engellɑr	engeller
øɰrenʤilArHHn	øɰrenʤilɑriin	øɰrenʤileriin
servislArH	servislɑri	servisleri
dyzenlAnAʤAk	dyzenlɑnɑʤdk	dyzenleneʤek
devletlArHn	devletlɑrin	devletlerin
tedɑviA	tedɑvii	tedɑvie
ølʧmA	ølʧmɑ	ølʧme
gelirlArH	gelirlɑri	gelirleri
hɑstɑneA	hɑstɑneɑ	hɑstɑnee
jyksekokulH	jyksekokuli	jyksekokulu
gørHnʤA	gørinʤd	gørynʤe
myhendislArH	myhendislɑri	myhendisleri
jyzmA	jyzmd	jyzme
desteklAAn	desteklddn	destekleen
testlArH	testlɑri	testleri
bølgelArH	bølgelɑri	bølgeleri
gøzlArH	gøzlɑri	gøzleri
geʧmA	geʧmi	geʧme
hyʤrelArH	hyʤrelɑri	hyʤreleri
tuʃH	tuʃɯ	tuʃu
ʃejA	ʃejɑ	ʃeje
sonsHz	sonsɯz	sonsuz
jɑpmADA	jɑpmɑdɑ	jɑpmɑtɑ
sizDAn	sizdɑn	sizden
niteliklArH	niteliklɑri	nitelikleri
problemlAr	problemlɑr	problemler
kelimelAr	kelimelɑr	kelimeler
deɰerlendirmA	deɰerlendirmd	deɰerlendirme
bekleAn	bekleɑn	bekleen
dikkɑtH	dikkɑtɯ	dikkɑti
elDAn	elddn	elden
sistemlArHn	sistemlɑrin	sistemlerin
øzellHklArA	øzelliklɑri	øzelliklere
bɑʃDAn	bɑʃdɑn	bɑʃtɑn
evlArH	evlɑri	evleri
geʧmAH	geʧmdi	geʧmei
isimlArH	isimlɑri	isimleri
konumH	konumɯ	konumu
pɑrtilAr	pɑrtilɑr	pɑrtiler
proʒeA	proʒeɑ	proʒee
ystA	ystd	yste
doɰumlH	doɰumlɯ	doɰumlu
bølymlAr	bølymlɑr	bølymler
devletlArH	devletlɑri	devletleri
kimlAr	kimlɑr	kimler
ʧoʤuklHk	ʧoʤuklɯk	ʧoʤukluk
hedeflArH	hedeflɑri	hedefleri
uʧHʃ	uʧiʃ	uʧuʃ
dilDA	dildɑ	dilde
erkeklAr	erkeklɑr	erkekler
iʃlArDA	iʃlɑrdɑ	iʃlerde
isteklArH	isteklɑri	istekleri
jolHn	jolɯn	jolun
dyzenleAn	dyzenledn	dyzenleen
øzellHklArHHn	øzelliklɑriin	øzellikleriin
ʃejDAn	ʃejdɑn	ʃejden
birejlAr	birejlɑr	birejler
kimseA	kimsed	kimsee
myʃteriA	myʃterii	myʃterie
mɑlzemelArHn	mɑlzemelɑrin	mɑlzemelerin
gelirlAr	gelirlɑr	gelirler
iʃletmelAr	iʃletmelɑr	iʃletmeler
jønetiʤilAr	jønetiʤilɑr	jønetiʤiler
mɑlijetlArH	mɑlijetlɑri	mɑlijetleri
birejlArHn	birejlɑrin	birejlerin
bølymHn	bølymin	bølymyn
jykH	jyki	jyky
sorumluH	sorumluɯ	sorumluu
ylkemHzDAki	ylkemizddki	ylkemizdeki
syrelAr	syrelɑr	syreler
tɑbloH	tɑbloɯ	tɑblou
syreʧDA	syreʧdi	syreʧte
seslArH	seslɑri	sesleri
hyʤrelAr	hyʤrelɑr	hyʤreler
iʧmA	iʧmd	iʧme
fɑɑlijetlArHHn	fɑɑlijetlɑriin	fɑɑlijetleriin
iʧA	iʧɑ	iʧe
orgɑnizɑsjonH	orgɑnizɑsjonɯ	orgɑnizɑsjonu
ɑnɑlizlArH	ɑnɑlizlɑri	ɑnɑlizleri
evlAr	evlɑr	evler
søzlArH	søzlɑri	søzleri
bølymHHn	bølymiin	bølymyyn
dønemA	dønemd	døneme
rɑporHn	rɑporɯn	rɑporun
iʃletmelArHn	iʃletmelɑrin	iʃletmelerin
hekimlArHn	hekimlɑrin	hekimlerin
polislAr	polislɑr	polisler
merkezDA	merkezdd	merkezde
sektørA	sektørɑ	sektøre
ylkelArDAn	ylkelɑrddn	ylkelerden
vermADAn	vermdddn	vermeden
jyklH	jykli	jykly
sɑhiplArHHn	sɑhiplɑriin	sɑhipleriin
gøzlAr	gøzlɑr	gøzler
personelA	personeld	personele
yremA	yremd	yreme
kyresAllAʃmA	kyresɑlldʃmɑ	kyreselleʃme
ønlemlArH	ønlemlɑri	ønlemleri
kɑliteDA	kɑlitedɑ	kɑlitede
pɑrɑmetrelAr	pɑrɑmetrelɑr	pɑrɑmetreler
bulunmADA	bulunmɑdɑ	bulunmɑtɑ
hukukHn	hukukin	hukukun
nyfusHn	nyfusin	nyfusun
ønʤelArH	ønʤelɑri	ønʤeleri
dyzejlArH	dyzejlɑri	dyzejleri
iʃʧilArHn	iʃʧilɑrin	iʃʧilerin
nolH	nolɯ	nolu
ʧoklH	ʧoklɯ	ʧoklu
soruH	soruɯ	soruu
derneklAr	derneklɑr	dernekler
geʤikmA	geʤikmi	geʤikme
yjeDAn	yjeddn	yjeden
istɑtistiksAl	istɑtistiksdl	istɑtistiksel
koʃulH	koʃulɯ	koʃulu
dinlenmA	dinlenmd	dinlenme
øɰretmenlArHn	øɰretmenlɑrin	øɰretmenlerin
dyzenlemA	dyzenlemi	dyzenleme
dyzejA	dyzejɑ	dyzeje
gøndermA	gøndermd	gønderme
inʤelemA	inʤelemd	inʤeleme
sytH	syti	syty
bølymA	bølymd	bølyme
hɑberlArH	hɑberlɑri	hɑberleri
hɑstɑneDA	hɑstɑnedɑ	hɑstɑnede
listeDA	listedɑ	listede
tytynlAr	tytynlɑr	tytynler
beledijelAr	beledijelɑr	beledijeler
hedeflAr	hedeflɑr	hedefler
ødemelAr	ødemelɑr	ødemeler
proʒeDA	proʒedɑ	proʒede
kitɑpDA	kitɑpdɑ	kitɑptɑ
byjyAn	byjyɑn	byjyen
søzlAr	søzlɑr	søzler
deɰerlendirmAH	deɰerlendirmdi	deɰerlendirmei
kiʃilArDA	kiʃilɑrdɑ	kiʃilerde
iʃlemlArHHn	iʃlemlɑriin	iʃlemleriin
kiʃilArH	kiʃilɑri	kiʃileri
jyryHʃ	jyryiʃ	jyryyʃ
gøzH	gøzi	gøzy
køjHn	køjin	køjyn
mɑddeA	mɑddeɑ	mɑddee
memurlArH	memurlɑri	memurlɑrɯ
pɑrɑmetrelArH	pɑrɑmetrelɑri	pɑrɑmetreleri
belirtilArH	belirtilɑri	belirtileri
etmADAn	etmddɑn	etmeden
ølAn	øldn	ølen
byroH	byroɯ	byrou
desteklAr	desteklɑr	destekler
izlAr	izlɑr	izler
silmA	silmd	silme
gøsterArAk	gøsterɑrdk	gøstererek
birliklArH	birliklɑri	birlikleri
kɑbulH	kɑbulɯ	kɑbuly
vɑdeDA	vɑdedɑ	vɑdede
ʧekilAn	ʧekildn	ʧekilen
testlAr	testlɑr	testler
getirArAk	getirɑrɑk	getirerek
merkezA	merkezd	merkeze
dyʃynmA	dyʃynmd	dyʃynme
dersDA	dersdɑ	derste
gerʧeklAʃmAH	gerʧekldʃmɑɯ	gerʧekleʃmei
internetA	interneti	internete
resimlAr	resimlɑr	resimler
ʃekillArH	ʃekillɑri	ʃekilleri
yʤretlAr	yʤretlɑr	yʤretler
yniversiteDA	yniversitedi	yniversitede
gɑzeteDA	gɑzetedɑ	gɑzetede
bølymDAn	bølymddn	bølymden
gølH	gøli	gøly
gørynymH	gørynymi	gørynymy
dereʤeA	dereʤei	dereʤee
ileriA	ilerii	ilerie
resimlArH	resimlɑri	resimleri
siteDA	sitedɑ	sitede
tɑsɑrrufH	tɑsɑrrufɯ	tɑsɑrrufu
ʃehirDA	ʃehirdɑ	ʃehirde
bitkilArH	bitkilɑri	bitkileri
dønAn	dønɑn	dønen
derslArA	derslɑrɑ	derslere
tɑrihlArDA	tɑrihlɑrdɑ	tɑrihlerde
gørevDAn	gørevdɑn	gørevden
kendimA	kendimd	kendime
pɑrtilArHn	pɑrtilɑrin	pɑrtilerin
bølgelArA	bølgelɑrɑ	bølgelere
kendinHzA	kendinizd	kendinize
jetkilHlAr	jetkililɑr	jetkililer
ʧekmA	ʧekmi	ʧekme
deɰerlArHn	deɰerlɑrin	deɰerlerin
dostlHk	dostlɯk	dostluk
kursH	kursɯ	kursu
metinlAr	metinlɑr	metinler
geliʃmAlArHn	geliʃmɑlɑrin	geliʃmelerin
sɯnɯfDA	sɯnɯfdɑ	sɯnɯftɑ
erkeklArDA	erkeklɑrdɑ	erkeklerde
hɑreketlAr	hɑreketlɑr	hɑreketler
kɑdroH	kɑdroɯ	kɑdrou
kurumHHn	kurumɯɯn	kurumuun
myʃterilAr	myʃterilɑr	myʃteriler
topDAn	topdɑn	toptɑn
geliʃmAlArA	geliʃmɑlɑrɑ	geliʃmelere
giderlAr	giderlɑr	giderler
gelmA	gelmi	gelme
seklHnDA	seklindɑ	seklinde
kontrollH	kontrollɯ	kontrolly
tehlikeA	tehlikei	tehlikee
tesislArHn	tesislɑrin	tesislerin
ylkelArHHn	ylkelɑriin	ylkeleriin
gøryntylArH	gøryntylɑri	gøryntyleri
hykymlArA	hykymlɑrd	hykymlere
olAbilmA	olɑbilmd	olɑbilme
ɑltDA	ɑltdɑ	ɑlttɑ
menyH	menyi	menyy
derslArDAn	derslɑrdɑn	derslerden
motorlH	motorlɯ	motorlu
jɑʃDA	jɑʃdɑ	jɑʃtɑ
øɰrenʤilArmHz	øɰrenʤilɑrmiz	øɰrenʤilermiz
dujguH	dujgui	dujguu
myʃterilArHn	myʃterilɑrin	myʃterilerin
renklArH	renklɑri	renkleri
yniversitelArHn	yniversitelɑrin	yniversitelerin
geʧirAn	geʧirɑn	geʧiren
komisjonHn	komisjonɯn	komisjonun
sɯnɑvlArH	sɯnɑvlɑri	sɯnɑvlɑrɯ
ʧøzymA	ʧøzymd	ʧøzyme
modylH	modyli	modyly
ʃirketlArHHn	ʃirketlɑriin	ʃirketleriin
belirlemA	belirlemi	belirleme
listeA	listei	listee
seminerlAr	seminerlɑr	seminerler
dillAr	dillɑr	diller
eklemA	eklemd	ekleme
sendromH	sendromɯ	sendromu
unsurH	unsurɯ	unsuru
ylkeDAn	ylkeddn	ylkeden
ylkelArDAki	ylkelɑrddki	ylkelerdeki
dyzenlemAlArH	dyzenlemɑlɑri	dyzenlemeleri
durumHHn	durumɯɯn	durumuun
jykselAn	jykseldn	jykselen
renkDA	renkdɑ	renkte
ɑlmADA	ɑlmɑdɑ	ɑlmɑtɑ
køjDA	køjdɑ	køjde
penʤereDA	penʤeredi	penʤerede
plɑtformH	plɑtformɯ	plɑtformu
tyrDAn	tyrdɑn	tyrden
yniversiteA	yniversitei	yniversitee
gørmAH	gørmɑi	gørmei
ilkelAr	ilkelɑr	ilkeler
kendilArHHn	kendilɑriin	kendileriin
sorumlHlHklArH	sorumlɯlɯklɑrɯ	sorumluluklɑrɯ
beʃnʤH	beʃnʤɯ	beʃnʤi
denejsAl	denejsɑl	denejsel
prensiplArH	prensiplɑri	prensipleri
øɰrenʤilArmHzHn	øɰrenʤilɑrmizin	øɰrenʤilermizin
yjelArA	yjelɑrd	yjelere
olDHkDAn	oldɯkdɑn	olduktɑn
iʃsHzlHk	iʃsɯzlik	iʃsizlik
deɰiʃiklHklArHn	deɰiʃikliklɑrin	deɰiʃikliklerin
fɑɑlijetDA	fɑɑlijetdɑ	fɑɑlijette
teknoloʒilAr	teknoloʒilɑr	teknoloʒiler
gyʧlArH	gyʧlɑri	gyʧleri
seʧArAk	seʧɑrɑk	seʧerek
bojutDA	bojutdɑ	bojuttɑ
gerʧeklArH	gerʧeklɑri	gerʧekleri
girmA	girmd	girme
iʃʧilAr	iʃʧilɑr	iʃʧiler
kimselAr	kimselɑr	kimseler
zihinsAl	zihinsdl	zihinsel
yretiʤilArH	yretiʤilɑri	yretiʤileri
deɰiʃmAH	deɰiʃmɑi	deɰiʃmei
sevijeA	sevijei	sevijee
mensuplArH	mensuplɑri	mensuplɑrɯ
ʧøzmA	ʧøzmɑ	ʧøzme
hedefA	hedefd	hedefe
servislAr	servislɑr	servisler
ɑilelAr	ɑilelɑr	ɑileler
gøndermA	gøndermd	gønderme
gøstermAH	gøstermdi	gøstermei
jyrytAn	jyrytdn	jyryten
kentsAl	kentsdl	kentsel
suʧH	suʧɯ	suʧu
yretimDA	yretimdi	yretimde
kriterlArH	kriterlɑri	kriterleri
mydyrlyklArH	mydyrlyklɑri	mydyrlykleri
kutuH	kutuɯ	kutuu
listelArH	listelɑri	listeleri
mɑkɑlelAr	mɑkɑlelɑr	mɑkɑleler
jyrytmA	jyrytmd	jyrytme
deɰerlendirmAA	deɰerlendirmɑi	deɰerlendirmee
gøryʃlAr	gøryʃlɑr	gøryʃler
ijilAʃmA	ijildʃmɑ	ijileʃme
ojunHn	ojunɯn	ojunun
sorunHHn	sorunɯɯn	sorunuun
topH	topɯ	topu
