uf	pred	sf
ʧoʤukDA	ʧoʤukdɑ	ʧoʤuktɑ
meslekDA	meslekde	meslekte
tɑmɑmlɑnDHkDAn	tɑmɑmlɑndɯkdɑn	tɑmɑmlɑndɯktɑn
ɑltDAki	ɑltdeki	ɑlttɑki
kɑjnɑkDAn	kɑjnɑkdɑn	kɑjnɑktɑn
milletlArɑrɑsɯ	milletlɑrɑrɑsɯ	milletlerɑrɑsɯ
memleketDA	memleketde	memlekette
dørtDA	dørtde	dørtte
tɑlepDA	tɑlepde	tɑlepte
tiʤɑretDA	tiʤɑretde	tiʤɑrette
usullAr	usullɑr	usuller
doɰHʃDAn	doɰuʃdɑn	doɰuʃtɑn
fɯrsɑtDA	fɯrsɑtdɑ	fɯrsɑttɑ
girDHkDAn	girdikden	girdikten
jyrekDAn	jyrekden	jyrekten
kɑtegoriDA	kɑtegorite	kɑtegoride
sebepDAn	sebepden	sebepten
kɑrʃɯlɑʃDHklArH	kɑrʃɯlɑʃdɯklɑrɯ	kɑrʃɯlɑʃtɯklɑrɯ
kɑrɑnlɯkDA	kɑrɑnlɯkdɑ	kɑrɑnlɯktɑ
normɑlA	normɑlɑ	normɑle
sɯʤɑklɯkDA	sɯʤɑklɯkdɑ	sɯʤɑklɯktɑ
ɑteʃDA	ɑteʃde	ɑteʃte
gelDHkDAn	geldikden	geldikten
iʃgɑlH	iʃgɑlɯ	iʃgɑli
jemekDAn	jemekden	jemekten
formɑtDA	formɑtdɑ	formɑttɑ
jurtDA	jurtdɑ	jurttɑ
gelmADA	gelmede	gelmete
grupDAn	grupdɑn	gruptɑn
kullɑnmADA	kullɑnmɑdɑ	kullɑnmɑtɑ
bɑʃlɑDHkDAn	bɑʃlɑdɯkdɑn	bɑʃlɑdɯktɑn
hɑrflArH	hɑrflɑrɯ	hɑrfleri
ʃirketDA	ʃirketde	ʃirkette
gøstermADA	gøstermede	gøstermete
herkesDAn	herkesden	herkesten
olAbilAn	olebilen	olɑbilen
ksvH	ksvɯ	ksvi
ʧøzynyrlykDA	ʧøzynyrlykde	ʧøzynyrlykte
toprɑkDA	toprɑkdɑ	toprɑktɑ
girHʃDA	giriʃde	giriʃte
jɑpAbilAn	jɑpebilen	jɑpɑbilen
jukɑrɯDAn	jukɑrɯtɑn	jukɑrɯdɑn
mɑterjɑllAr	mɑterjɑllɑr	mɑterjɑller
ɑrtmADA	ɑrtmɑdɑ	ɑrtmɑtɑ
grupDAki	grupdɑki	gruptɑki
iʧeriDA	iʧerite	iʧeride
mɑterjɑlH	mɑterjɑlɯ	mɑterjɑli
terminɑlH	terminɑlɯ	terminɑli
hɑrflAr	hɑrflɑr	hɑrfler
misɑlH	misɑlɯ	misɑli
sɑɰlAAbilmA	sɑɰleebilme	sɑɰlɑɑbilme
verDHkDAn	verdikden	verdikten
vermADAn	vermeden	vermeten
tɑrihDAki	tɑrihdeki	tɑrihteki
ekonomiDAki	ekonomiteki	ekonomideki
kuruluʃDA	kuruluʃdɑ	kuruluʃtɑ
petrolHn	petrolun	petrolyn
kɑmuDA	kɑmutɑ	kɑmudɑ
meʤlisDA	meʤlisde	meʤliste
uzɑkDAki	uzɑkdɑki	uzɑktɑki
ystDAki	ystdeki	ystteki
ɑʧɯkDA	ɑʧɯkdɑ	ɑʧɯktɑ
ɑʃɑɰɯDAkilArDAn	ɑʃɑɰɯtɑkilerden	ɑʃɑɰɯdɑkilerden
jɑrH	jɑrɯ	jɑri
tyzykDA	tyzykde	tyzykte
jɑʃDAki	jɑʃdeki	jɑʃtɑki
ihlɑlH	ihlɑlɯ	ihlɑli
soruDA	sorutɑ	sorudɑ
sɯnɯfDAn	sɯnɯfdɑn	sɯnɯftɑn
toprɑkDAn	toprɑkdɑn	toprɑktɑn
sinjɑlH	sinjɑlɯ	sinjɑli
usulA	usulɑ	usule
vɑzijetDA	vɑzijetde	vɑzijette
geʧmiʃDAki	geʧmiʃdeki	geʧmiʃteki
rollAr	rollɑr	roller
jykseklHkDA	jykseklikde	jykseklikte
gyneʃDAn	gyneʃden	gyneʃten
tɑʃDAn	tɑʃdɑn	tɑʃtɑn
ʧɯkDHkDAn	ʧɯkdɯkdɑn	ʧɯktɯktɑn
devletDA	devletde	devlette
ekDA	ekde	ekte
fotoɰrɑfDA	fotoɰrɑfdɑ	fotoɰrɑftɑ
kɑnDAki	kɑndeki	kɑndɑki
kontrollAr	kontrollɑr	kontroller
minerɑllArH	minerɑllɑrɯ	minerɑlleri
ɑnlAAbilmA	ɑnleebilme	ɑnlɑɑbilme
minerɑllAr	minerɑllɑr	minerɑller
vyʤutDAki	vyʤutdɑki	vyʤuttɑki
hɑllArH	hɑllɑrɯ	hɑlleri
ihrɑʤɑtDA	ihrɑʤɑtdɑ	ihrɑʤɑttɑ
mɑterjɑlHn	mɑterjɑlɯn	mɑterjɑlin
zijɑretDA	zijɑretde	zijɑrette
syrmADA	syrmede	syrmete
sijɑsetDA	sijɑsetde	sijɑsette
ʧɯkmADA	ʧɯkmɑdɑ	ʧɯkmɑtɑ
jɑrɯDAn	jɑrɯtɑn	jɑrɯdɑn
dønDHkDAn	døndykden	døndykten
hykymetDAn	hykymetden	hykymetten
meslekDAn	meslekden	meslekten
ɑlmADAn	ɑlmɑdɑn	ɑlmɑtɑn
byjyDHkʧA	byjytykʧe	byjydykʧe
gørmADA	gørmede	gørmete
normɑlDAn	normɑldɑn	normɑlden
sembollAr	sembollɑr	semboller
jɑpAbilmAH	jɑpebilmei	jɑpɑbilmei
kullɑnmADAn	kullɑnmɑdɑn	kullɑnmɑtɑn
sinjɑllArH	sinjɑllɑrɯ	sinjɑlleri
jɑrɯDA	jɑrɯtɑ	jɑrɯdɑ
dikkɑtnHzH	dikkɑtnɯzɯ	dikkɑtnizi
menyDAki	menyteki	menydeki
dɯʃDAn	dɯʃdɑn	dɯʃtɑn
hɑjɑtDAn	hɑjɑtdɑn	hɑjɑttɑn
kontrolA	kontrolɑ	kontrole
sɯklHkDA	sɯklɯkdɑ	sɯklɯktɑ
tɑnɯDA	tɑnɯtɑ	tɑnɯdɑ
gebelHkDA	gebelikde	gebelikte
mɑhijetDA	mɑhijetde	mɑhijette
rollArH	rollɑrɯ	rolleri
jɑʃɑmADA	jɑʃɑmɑdɑ	jɑʃɑmɑtɑ
kitɑpDAn	kitɑpdɑn	kitɑptɑn
kontrolnA	kontrolnɑ	kontrolne
jɑpAbiljor	jɑpebiljor	jɑpɑbiljor
bildiriDA	bildirite	bildiride
kɑmpDA	kɑmpdɑ	kɑmptɑ
mektupDA	mektupdɑ	mektuptɑ
metɑllAr	metɑllɑr	metɑller
sɑldɯrɯDA	sɑldɯrɯtɑ	sɑldɯrɯdɑ
sɑntrɑlH	sɑntrɑlɯ	sɑntrɑli
ɑlɯnmADA	ɑlɯnmɑdɑ	ɑlɯnmɑtɑ
ystDAn	ystden	ystten
ɑmelijɑtDAn	ɑmelijɑtdɑn	ɑmelijɑttɑn
bulmADA	bulmɑdɑ	bulmɑtɑ
dikkɑtlArH	dikkɑtlɑrɯ	dikkɑtleri
gyʧDA	gyʧde	gyʧte
hɑlsHzlHk	hɑlsɯzlɯk	hɑlsizlik
mɑterjɑllArH	mɑterjɑllɑrɯ	mɑterjɑlleri
olArAkDA	olɑrɑkdɑ	olɑrɑktɑ
protokollAr	protokollɑr	protokoller
servisDA	servisde	serviste
deriDA	derite	deride
ʧoʤukDAn	ʧoʤukdɑn	ʧoʤuktɑn
ɑlAbilmAH	ɑlebilmei	ɑlɑbilmei
menfɑɑtlArH	menfɑɑtlɑrɯ	menfɑɑtleri
jɑʃDAn	jɑʃdɑn	jɑʃtɑn
ʧɑɰrɯDA	ʧɑɰrɯtɑ	ʧɑɰrɯdɑ
metɑllArHn	metɑllɑrɯn	metɑllerin
oluʃmADA	oluʃmɑdɑ	oluʃmɑtɑ
rekɑbetDA	rekɑbetde	rekɑbette
sɑɑtHn	sɑɑtɯn	sɑɑtin
ɑʧɯkDAn	ɑʧɯkdɑn	ɑʧɯktɑn
bɑkɑnlɯkDAn	bɑkɑnlɯkdɑn	bɑkɑnlɯktɑn
dønHʃDA	dønyʃde	dønyʃte
mutfɑkDA	mutfɑkdɑ	mutfɑktɑ
ʧɑlɯʃDHkDAn	ʧɑlɯʃdɯkdɑn	ʧɑlɯʃtɯktɑn
ʃehirlArɑrɑsɯ	ʃehirlɑrɑrɑsɯ	ʃehirlerɑrɑsɯ
byjyklHkDAki	byjyklykdeki	byjyklykteki
beʃDA	beʃde	beʃte
gørDHkDAn	gørdykden	gørdykten
girmADA	girmede	girmete
mɑmullArH	mɑmullɑrɯ	mɑmulleri
sinjɑllAr	sinjɑllɑr	sinjɑller
ʧoɰunlukDA	ʧoɰunlukdɑ	ʧoɰunluktɑ
doɰuDAn	doɰutɑn	doɰudɑn
etkinlHkDA	etkinlikde	etkinlikte
gørmADAn	gørmeden	gørmeten
miktɑrDAki	miktɑrdeki	miktɑrdɑki
usullArA	usullɑrɑ	usullere
ʧɑlɯʃmADAn	ʧɑlɯʃmɑdɑn	ʧɑlɯʃmɑtɑn
ɑlAbiljor	ɑlebiljor	ɑlɑbiljor
terminɑllArH	terminɑllɑrɯ	terminɑlleri
geʧHʃDA	geʧiʃde	geʧiʃte
geʧmADA	geʧmede	geʧmete
kontrolHHn	kontroluun	kontrolyyn
rolA	rolɑ	role
tɑbloDAki	tɑblodeki	tɑblodɑki
jemekDA	jemekde	jemekte
dikkɑtmH	dikkɑtmɯ	dikkɑtmi
ekonomiDAn	ekonomiten	ekonomiden
endystriDA	endystrite	endystride
fɑɑlijetDAn	fɑɑlijetden	fɑɑlijetten
uzɑklɯkDAki	uzɑklɯkdɑki	uzɑklɯktɑki
jɑtɑkDA	jɑtɑkdɑ	jɑtɑktɑ
ithɑlH	ithɑlɯ	ithɑli
kuruluʃDAn	kuruluʃdɑn	kuruluʃtɑn
ujɑrɯDA	ujɑrɯtɑ	ujɑrɯdɑ
øneriDA	ønerite	øneride
ɑltDAn	ɑltdɑn	ɑlttɑn
bɑʃlɑngɯʧDAn	bɑʃlɑngɯʧdɑn	bɑʃlɑngɯʧtɑn
diskDA	diskde	diskte
getirmADA	getirmede	getirmete
sɑɑtlArHHn	sɑɑtlɑrɯɯn	sɑɑtleriin
ɑrɑʧDA	ɑrɑʧdɑ	ɑrɑʧtɑ
ɑteʃDAn	ɑteʃden	ɑteʃten
kɑlmADA	kɑlmɑdɑ	kɑlmɑtɑ
mevzuɑtDA	mevzuɑtdɑ	mevzuɑttɑ
mɑterjɑllArHn	mɑterjɑllɑrɯn	mɑterjɑllerin
sokɑkDAki	sokɑkdɑki	sokɑktɑki
sunmADA	sunmɑdɑ	sunmɑtɑ
uʧDAn	uʧdɑn	uʧtɑn
jolDAki	joldeki	joldɑki
ʃirketDAn	ʃirketden	ʃirketten
gɑjrimenkullArHn	gɑjrimenkullɑrɯn	gɑjrimenkullerin
okuDHkDAn	okudukdɑn	okuduktɑn
suʧDAn	suʧdɑn	suʧtɑn
temɑsDA	temɑsdɑ	temɑstɑ
ɑjɑkDAn	ɑjɑkdɑn	ɑjɑktɑn
iʃtirɑkH	iʃtirɑkɯ	iʃtirɑki
kontrolsHz	kontrolsuz	kontrolsyz
menfɑɑtH	menfɑɑtɯ	menfɑɑti
seʧDHklArH	seʧdikleri	seʧtikleri
vyʤutDAn	vyʤutdɑn	vyʤuttɑn
ʤiltDA	ʤiltde	ʤiltte
dɯʃɑrɯDAki	dɯʃɑrɯtɑki	dɯʃɑrɯdɑki
hɑkDAn	hɑkdɑn	hɑktɑn
hesɑpDA	hesɑpdɑ	hesɑptɑ
ʧelikDAn	ʧelikden	ʧelikten
ɑdresDAn	ɑdresden	ɑdresten
kɑtDAn	kɑtdɑn	kɑttɑn
kulɑkDAn	kulɑkdɑn	kulɑktɑn
etrɑfDA	etrɑfdɑ	etrɑftɑ
kumɑʃDAn	kumɑʃdɑn	kumɑʃtɑn
oʤɑkDAn	oʤɑkdɑn	oʤɑktɑn
ɑlkolHn	ɑlkolun	ɑlkolyn
servisDAn	servisden	servisten
solDAki	soldeki	soldɑki
tɑʃɯmADA	tɑʃɯmɑdɑ	tɑʃɯmɑtɑ
ɑnlɑmADA	ɑnlɑmɑdɑ	ɑnlɑmɑtɑ
bebekDA	bebekde	bebekte
blokDA	blokdɑ	bloktɑ
hususDAki	hususdɑki	husustɑki
iʧermADA	iʧermede	iʧermete
ileriDAki	ileriteki	ilerideki
ʃiddetDA	ʃiddetde	ʃiddette
ɑrɑʧDAn	ɑrɑʧdɑn	ɑrɑʧtɑn
bojutDAki	bojutdɑki	bojuttɑki
dɑvrɑnHʃDA	dɑvrɑnɯʃdɑ	dɑvrɑnɯʃtɑ
gɑjrimenkulHn	gɑjrimenkulun	gɑjrimenkulyn
hɑjɑtDAki	hɑjɑtdɑki	hɑjɑttɑki
soɰukDAn	soɰukdɑn	soɰuktɑn
tɑsɑrɯDA	tɑsɑrɯtɑ	tɑsɑrɯdɑ
jyksekDA	jyksekde	jyksekte
ɑʧɯlɯʃDA	ɑʧɯlɯʃdɑ	ɑʧɯlɯʃtɑ
ɑʃɑɰɯDAn	ɑʃɑɰɯtɑn	ɑʃɑɰɯdɑn
hykymetDA	hykymetde	hykymette
hɑreketDA	hɑreketde	hɑrekette
hesɑpDAn	hesɑpdɑn	hesɑptɑn
minerɑlH	minerɑlɯ	minerɑli
minerɑllArHn	minerɑllɑrɯn	minerɑllerin
sɑɑtHHn	sɑɑtɯɯn	sɑɑtiin
sɑntrɑllAr	sɑntrɑllɑr	sɑntrɑller
tɑksitDA	tɑksitde	tɑksitte
teklifDA	teklifde	teklifte
trɑfikDA	trɑfikde	trɑfikte
ɑɰɯrlɯkDA	ɑɰɯrlɯkdɑ	ɑɰɯrlɯktɑ
destekDAn	destekden	destekten
gøryʃDA	gøryʃde	gøryʃte
kontrolDAn	kontroldɑn	kontrolden
sɯnɯfDAki	sɯnɯfdɑki	sɯnɯftɑki
zijɑretDAn	zijɑretden	zijɑretten
ɑtɯfDA	ɑtɯfdɑ	ɑtɯftɑ
bɑʃlɑngɯʧDAki	bɑʃlɑngɯʧdɑki	bɑʃlɑngɯʧtɑki
bellekDA	bellekde	bellekte
boʃlukDA	boʃlukdɑ	boʃluktɑ
derinlHkDA	derinlikde	derinlikte
kɯjɯDA	kɯjɯtɑ	kɯjɯdɑ
mɑʧDA	mɑʧdɑ	mɑʧtɑ
gøkDAn	gøkden	gøkten
gørynHʃDA	gørynyʃde	gørynyʃte
hɑrflArHn	hɑrflɑrɯn	hɑrflerin
hɑstɑlɯkDA	hɑstɑlɯkdɑ	hɑstɑlɯktɑ
hɑtDAn	hɑtdɑn	hɑttɑn
hɑjɑllAr	hɑjɑllɑr	hɑjɑller
hukukDA	hukukdɑ	hukuktɑ
kɑlDHkDAn	kɑldɯkdɑn	kɑldɯktɑn
kɑpDA	kɑpdɑ	kɑptɑ
sɑbɑhDAn	sɑbɑhdɑn	sɑbɑhtɑn
ujgulɑmADA	ujgulɑmɑdɑ	ujgulɑmɑtɑ
iʧeriDAn	iʧeriten	iʧeriden
kɑbulA	kɑbulɑ	kɑbule
klinikDA	klinikde	klinikte
milɑtDAn	milɑtdɑn	milɑttɑn
soɰukDA	soɰukdɑ	soɰuktɑ
jɑklɑʃDHkʧA	jɑklɑʃdɯkʧɑ	jɑklɑʃtɯkʧɑ
jɑzDHkDAn	jɑzdɯkdɑn	jɑzdɯktɑn
ʧɯkHʃDA	ʧɯkɯʃdɑ	ʧɯkɯʃtɑ
ɑlAbilAn	ɑlebilen	ɑlɑbilen
ɑzɑlmADA	ɑzɑlmɑdɑ	ɑzɑlmɑtɑ
elbetDAki	elbetdeki	elbetteki
hɑlHHn	hɑlɯɯn	hɑliin
hɑrflH	hɑrflɯ	hɑrfli
jɑrɑtDHklArH	jɑrɑtdɯklɑrɯ	jɑrɑttɯklɑrɯ
ɑʧDHklArH	ɑʧdɯklɑrɯ	ɑʧtɯklɑrɯ
ɑrɑlɯkDA	ɑrɑlɯkdɑ	ɑrɑlɯktɑ
kitɑpDAki	kitɑpdeki	kitɑptɑki
meʤlisDAn	meʤlisden	meʤlisten
ɑdresDA	ɑdresde	ɑdreste
ʤinsDAn	ʤinsden	ʤinsten
kɑtDAki	kɑtdeki	kɑttɑki
kolesterolH	kolesterolu	kolesteroly
kontrolHn	kontrolun	kontrolyn
protokolHn	protokolun	protokolyn
sɑɰDAki	sɑɰdeki	sɑɰdɑki
sɑɑtlArA	sɑɑtlɑrɑ	sɑɑtlere
ulɑʃDHkDAn	ulɑʃdɯkdɑn	ulɑʃtɯktɑn
bɑsɑmɑkDA	bɑsɑmɑkdɑ	bɑsɑmɑktɑ
gitmADA	gitmede	gitmete
hɑllArA	hɑllɑrɑ	hɑllere
kɑlɯnlHkDA	kɑlɯnlɯkdɑ	kɑlɯnlɯktɑ
normɑlHn	normɑlɯn	normɑlin
rolHHn	roluun	rolyyn
sɑɰlɑmADAn	sɑɰlɑmɑdɑn	sɑɰlɑmɑtɑn
sembollArH	sembollɑrɯ	sembolleri
uzunlukDA	uzunlukdɑ	uzunluktɑ
ɑjrɯlDHkDAn	ɑjrɯldɯkdɑn	ɑjrɯldɯktɑn
deɰiʃmADA	deɰiʃmede	deɰiʃmete
deriDAn	deriten	deriden
grɑfikDA	grɑfikde	grɑfikte
hɑjɑllArH	hɑjɑllɑrɯ	hɑjɑlleri
sɑɰlAnmADA	sɑɰlɑnmɑdɑ	sɑɰlɑnmɑtɑ
jɑrɯʃDA	jɑrɯʃdɑ	jɑrɯʃtɑ
ɑɰɑʧDAn	ɑɰɑʧdɑn	ɑɰɑʧtɑn
geniʃlikDA	geniʃlikde	geniʃlikte
kɑbulnH	kɑbulnu	kɑbulny
myrɑʤɑɑtDA	myrɑʤɑɑtdɑ	myrɑʤɑɑttɑ
oʤɑkDA	oʤɑkdɑ	oʤɑktɑ
ortɑlɯkDA	ortɑlɯkdɑ	ortɑlɯktɑ
jyrytmADA	jyrytmede	jyrytmete
ʧekmADA	ʧekmede	ʧekmete
ʧekDHklArH	ʧekdikleri	ʧektikleri
ɑʧmADA	ɑʧmɑdɑ	ɑʧmɑtɑ
bɑʃlɯkDA	bɑʃlɯkdɑ	bɑʃlɯktɑ
etDHkʧA	etdikʧe	ettikʧe
geʧDHklArH	geʧdikleri	geʧtikleri
geliʃDHkʧA	geliʃdikʧe	geliʃtikʧe
hɑkikɑtH	hɑkikɑtɯ	hɑkikɑti
internetDAki	internetdeki	internetteki
istekDA	istekde	istekte
sɑntrɑllArH	sɑntrɑllɑrɯ	sɑntrɑlleri
tipDAki	tipdeki	tipteki
jyrytDHklArH	jyrytdykleri	jyryttykleri
jokDAn	jokdɑn	joktɑn
bulunmADAn	bulunmɑdɑn	bulunmɑtɑn
dyzenlAnmADA	dyzenlenmede	dyzenlenmete
ekDAki	ekdeki	ekteki
kulɑkDAki	kulɑkdɑki	kulɑktɑki
resulH	resulu	resuly
tɑnɯmlAmADA	tɑnɯmlɑmɑdɑ	tɑnɯmlɑmɑtɑ
terminɑllAr	terminɑllɑr	terminɑller
ʃikɑjetDA	ʃikɑjetde	ʃikɑjette
ɑlejhDA	ɑlejhde	ɑlejhte
formDAki	formdeki	formdɑki
gyzellHkDA	gyzellikde	gyzellikte
hɑrʧDAn	hɑrʧdɑn	hɑrʧtɑn
ofisDA	ofisde	ofiste
joɰunlHkDA	joɰunlukdɑ	joɰunluktɑ
ølDHkDAn	øldykden	øldykten
bɯrɑkDHklArH	bɯrɑkdɯklɑrɯ	bɯrɑktɯklɑrɯ
devletlArɑrɑsɯ	devletlɑrɑrɑsɯ	devletlerɑrɑsɯ
doɰuDAki	doɰutɑki	doɰudɑki
ithɑlɑtDA	ithɑlɑtdɑ	ithɑlɑttɑ
kurmADA	kurmɑdɑ	kurmɑtɑ
milletDAn	milletden	milletten
protokolA	protokolɑ	protokole
tutDHklArH	tutduklɑrɯ	tuttuklɑrɯ
jɑtɑkDAn	jɑtɑkdɑn	jɑtɑktɑn
gemiDA	gemite	gemide
iʧDA	iʧde	iʧte
ideɑlH	ideɑlɯ	ideɑli
sɯʤɑkDAn	sɯʤɑkdɑn	sɯʤɑktɑn
sorumlulukDAn	sorumlulukdɑn	sorumluluktɑn
bɯrɑkDHkDAn	bɯrɑkdɯkdɑn	bɯrɑktɯktɑn
edebijɑtDA	edebijɑtdɑ	edebijɑttɑ
geʧirDHkDAn	geʧirdikden	geʧirdikten
ijiDAn	ijiten	ijiden
konuDAn	konutɑn	konudɑn
